Province,Commune,Nom Etab,Categorie,Nom Complet
Berrechid,Laghnimyine,Ghnimyine,CSC,Centre de santé communal
Berrechid,Laghnimyine,Brouza,DR,Dispensaire Rural
Berrechid,Ben Maachou,Maachou,CSC,Centre de santé communal
Berrechid,Ben Maachou,Laalaliche,DR,Dispensaire Rural
Berrechid,Sidi Abdelkhaleq,Zranna,CSC,Centre de santé communal
Berrechid,Sahel Oulad H'riz,Mouaning,CSC,Centre de santé communal
Berrechid,Sahel Oulad H'riz,Od SALTANA,DR,Dispensaire Rural
Berrechid,Had Soualem,Soualem,CSUA,Centre de santé urbain avec module d'accouchement
Berrechid,Soualem trifiya,Ghoulane,DR,Dispensaire Rural
Berrechid,Sidi Rahal Chatai,Sidi Rahal Sahel,CSU,Centre de santé urbain
Berrechid,Ouled Cebbah,Oulad Sebbah,CSC,Centre de santé communal
Berrechid,Ouled Zidane,Oulad Zidane,CSC,Centre de santé communal
Berrechid,Deroua,Deroua,CSUA,Centre de santé urbain avec module d'accouchement
Berrechid,Oulad Ziyane,Od BEN AMER,DR,Dispensaire Rural
Berrechid,Kasbat Ben Mchich,Battioua,CSC,Centre de santé communal
Berrechid,Jaqma,Bir Tor,CSC,Centre de santé communal
Berrechid,Jaqma,Rgagna,DR,Dispensaire Rural
Berrechid,Lambarkiyine,Lambarkiyine,CSC,Centre de santé communal
Berrechid,Riah,Riah,CSC,Centre de santé communal
Berrechid,Foqra Oulad Aameur,Foqra,CSC,Centre de santé communal
Berrechid,Berrechid,Berrechid,CSU,Centre de santé urbain
Berrechid,Berrechid,Hay Hassani,CSU,Centre de santé urbain
Berrechid,El Gara,El Gara,CSUA,Centre de santé urbain avec module d'accouchement
Boujdour,Boujdour,Al Wahda I,CSU,Centre de santé urbain
Boujdour,Boujdour,Al Moujahid Med B.Abdellah,CSU,Centre de santé urbain
Boujdour,Boujdour,Al Khair,CSU,Centre de santé urbain
Boujdour,Boujdour,Al Wahda Ii,CSU,Centre de santé urbain
Boujdour,Lamssid,Lamssid,DR,Dispensaire Rural
Boujdour,Lamssid,Sidi El Ghazi,DR,Dispensaire Rural
Boujdour,Gueltat Zemmour,Gueltat Zemmour,DR,Dispensaire Rural
Boujdour,Jraifia,Jraifia,CSCA,Centre de santé communal avec module d'accouchement
Boujdour,Jraifia,Lakraa,DR,Dispensaire Rural
Boujdour,Boujdour,Al Aoudah,CSU,Centre de santé urbain
Boujdour,Boujdour,C.Diagnostique et traitement MR,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Boulemane,Boulemane,Boulmane,CSUA,Centre de santé urbain avec module d'accouchement
Boulemane,Missour,Missour,CSU,Centre de santé urbain
Boulemane,Missour,Lab. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Boulemane,Missour,Missour,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Boulemane,Outat El Haj,Outat  El Haj,CSU,Centre de santé urbain
Boulemane,Imouzzer Marmoucha,Imouzer Mermoucha,CSUA,Centre de santé urbain avec module d'accouchement
Boulemane,Guigou,Guigou,CSCA,Centre de santé communal avec module d'accouchement
Boulemane,Guigou,Ait Hamza,DR,Dispensaire Rural
Boulemane,Guigou,Taghzout,DR,Dispensaire Rural
Boulemane,Serghina,Ifkiren,CSC,Centre de santé communal
Boulemane,Enjil,Enjil Akhatar,CSC,Centre de santé communal
Boulemane,Enjil,Achlouj,DR,Dispensaire Rural
Boulemane,Enjil,Enjil Ait Lahcen,DR,Dispensaire Rural
Boulemane,Ait El Mane,Ait El Mane,CSC,Centre de santé communal
Boulemane,Ait Bazza,Ait Bazza,CSC,Centre de santé communal
Boulemane,Almis Marmoucha,Almis Marmoucha,CSC,Centre de santé communal
Boulemane,Talzemt,Ahachad,CSC,Centre de santé communal
Boulemane,Talzemt,Talzemt,DR,Dispensaire Rural
Boulemane,Skoura M'daz,Skoura,CSCA,Centre de santé communal avec module d'accouchement
Boulemane,Skoura M'daz,Taghroute,DR,Dispensaire Rural
Boulemane,El Mers,El Mers,CSC,Centre de santé communal
Boulemane,Ksabi Moulouya,Ksabi,CSCA,Centre de santé communal avec module d'accouchement
Boulemane,Ksabi Moulouya,Boussalam,DR,Dispensaire Rural
Boulemane,Ksabi Moulouya,Ait Blal,DR,Dispensaire Rural
Boulemane,Ksabi Moulouya,Tourirat,DR,Dispensaire Rural
Boulemane,Ouizeght,Ouizeght,CSC,Centre de santé communal
Boulemane,Ouizeght,Magdoul,DR,Dispensaire Rural
Boulemane,Ouizeght,Tagourast,DR,Dispensaire Rural
Boulemane,Sidi Boutayeb,Ouled Bouzazia,CSCA,Centre de santé communal avec module d'accouchement
Boulemane,Sidi Boutayeb,Ouled Sguir,DR,Dispensaire Rural
Boulemane,Sidi Boutayeb,Gaa Jaber,DR,Dispensaire Rural
Boulemane,Oulad Ali Youssef,Ouled Ali,CSCA,Centre de santé communal avec module d'accouchement
Boulemane,Oulad Ali Youssef,Tsiwant,DR,Dispensaire Rural
Boulemane,El Orjane,El Orjane,CSC,Centre de santé communal
Boulemane,El Orjane,Tirnest,DR,Dispensaire Rural
Boulemane,Tissaf,Tissaf,CSC,Centre de santé communal
Boulemane,Ermila,Ouled Mellouk,CSC,Centre de santé communal
Boulemane,Ermila,Tegour,DR,Dispensaire Rural
Boulemane,Fritissa,Tendite,CSCA,Centre de santé communal avec module d'accouchement
Boulemane,Fritissa,Ouled Jerrar,DR,Dispensaire Rural
Casablanca,Aîn-CHOCK (AR),Les Cretes,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Panoramique,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Laayoune,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Ennour  ,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Dakhla,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Derb Elkheir,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Ain Chock,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Aîn-CHOCK (AR),Sidi Maarouf,CSUA,Centre de santé urbain avec module d'accouchement
Casablanca,Hay Mohammadi (Ar),Cite Mohammadi (Saada),CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),Koudiat Centre,CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),2011-01-11 00:00:00,CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),Riad,CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),Derb M.Chrif,CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),Koudiat Ecole,CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),Roches Noires,CSU,Centre de santé urbain
Casablanca,Hay Mohammadi (Ar),Hay Mohammadi,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Hay Mohammadi (Ar),C.Reference (Hop.Med.V),CRPF,CRPF
Casablanca,Assoukhour Assawda (Ar),La Gare,CSU,Centre de santé urbain
Casablanca,Assoukhour Assawda (Ar),La Villette,CSU,Centre de santé urbain
Casablanca,Assoukhour Assawda (Ar),Hay Jamal,CSU,Centre de santé urbain
Casablanca,Aîn-Sebaâ (AR),Ain Sebaa,CSU,Centre de santé urbain
Casablanca,Aîn-Sebaâ (AR),Palmiers,CSU,Centre de santé urbain
Casablanca,Aîn-Sebaâ (AR),Alouahda,CSU,Centre de santé urbain
Casablanca,Aîn-Sebaâ (AR),Beausite,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),El Massira,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Grande Ceinture,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Omar Ibn Khattab (Derb Milan),CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Ibn Tofail,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),My HASSAN,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Sidi Maarouf,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Al Fida,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Korea,CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Nouvelle Medina,CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Baladia,CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Laayoune (Espagnol),CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Carlotti,CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Pepiniere,CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Ibn Rochd,CSU,Centre de santé urbain
Casablanca,Mers-Sultan (Ar),Nouvelle Medina,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Mers-Sultan (Ar),Mers Sultan (Bouchentouf),CSU,Centre de santé urbain
Casablanca,Ben M'sick (Ar),Cite Djemaa,CSU,Centre de santé urbain
Casablanca,Ben M'sick (Ar),Hay Jawadi,CSU,Centre de santé urbain
Casablanca,Sbata (Ar),Bir Anzarane,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Ben M'sick (Ar),Hay Jawadi,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Casablanca,Ben M'sick (Ar),Ksar Labher,CSU,Centre de santé urbain
Casablanca,Sbata (Ar),Boujdour (Bir Anzarane),CSU,Centre de santé urbain
Casablanca,Sbata (Ar),Sbata (Jamila 7),CSU,Centre de santé urbain
Casablanca,Sidi Belyout (Ar),2011-07-09 00:00:00,CSU,Centre de santé urbain
Casablanca,Sidi Belyout (Ar),Bousmara,CSU,Centre de santé urbain
Casablanca,Sidi Belyout (Ar),Albert Levy,CSU,Centre de santé urbain
Casablanca,Anfa (Ar),El Hank,CSU,Centre de santé urbain
Casablanca,Anfa (Ar),Ouhoud,CSU,Centre de santé urbain
Casablanca,Sidi Belyout (Ar),Bin El Ouidan,CSU,Centre de santé urbain
Casablanca,Sidi Belyout (Ar),Bin El Ouidan,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Sidi Belyout (Ar),My YOUSSEF,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Badre,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Ibnou Sina,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Puget,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),GHALLEF(Roudani),CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Tarik Ibnou Zyad,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Villon,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Ibnou Zouhair,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Docteur  Faraj,CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Ibn Sina,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Casablanca,Hay-Hassani (Ar),El Fajr,CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),Hay Hassani,CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),Essaada,CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),Lissasfa II,CSUA,Centre de santé urbain avec module d'accouchement
Casablanca,Hay-Hassani (Ar),Lissasfa Al Oulia,CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),Nassim,CSU,Centre de santé urbain
Casablanca,Sidi Othmane (Ar),Salmia (1),CSU,Centre de santé urbain
Casablanca,Sidi Othmane (Ar),Derb S.Othmane,CSU,Centre de santé urbain
Casablanca,Sidi Othmane (Ar),Cite M'barka,CSU,Centre de santé urbain
Casablanca,Sidi Othmane (Ar),Lalla Meryem,CSU,Centre de santé urbain
Casablanca,Sidi Othmane (Ar),Essalama,CSU,Centre de santé urbain
Casablanca,Sidi Othmane (Ar),Essalama I,CRPF,CRPF
Casablanca,Sidi Othmane (Ar),Baladia,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Hay My Rchid I,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Hay My Rchid II,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Hay Sadri,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Massira I,CSU,Centre de santé urbain
Casablanca,Sidi Bernoussi (Ar),Bernoussi,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),C. Diagnostique et Traitement MR,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Sidi Bernoussi (Ar),Amal II,CSU,Centre de santé urbain
Casablanca,Sidi Bernoussi (Ar),Bernoussi,CRPF,CRPF
Casablanca,Sidi Moumen (Ar),Ahl Logglam I (Azhar ),CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Anassi,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Sidi Moumen,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Ahl Logglam II,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Walaa (Tacharouk),CSU,Centre de santé urbain
Casablanca,Mechouar de Casablanca,Machouar (La Grurie),CSU,Centre de santé urbain
Casablanca,Mechouar de Casablanca,Zellaka,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Hay Chrifa (Inara),CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),Azhari,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Al Baida,CSU,Centre de santé urbain
Casablanca,Sidi Bernoussi (Ar),Qods,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Wahaa,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Lahraouyine-Od Mellouk,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),Massira II,CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),Oulfa,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Essalam I,CSU,Centre de santé urbain
Casablanca,Sidi Moumen (Ar),Essalam,CSU,Centre de santé urbain
Casablanca,Moulay Rachid (Ar),El Ouafa (Bournazil),CSU,Centre de santé urbain
Casablanca,El Maarif (Ar),Tarik Ibn Ziyad,CSU,Centre de santé urbain
Casablanca,Al-Fida (Ar),Nador,CSU,Centre de santé urbain
Casablanca,Aîn-CHOCK (AR),Lamkanssa,CSU,Centre de santé urbain
Casablanca,Hay-Hassani (Ar),C.Diagnostique et Traitement MR,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Casablanca,Ben M'sick (Ar),Ifriquia,CSU,Centre de santé urbain
Chefchaouen,Chefchaouen,El Haouta,CSU,Centre de santé urbain
Chefchaouen,Chefchaouen,Bab El Ain  ,CSU,Centre de santé urbain
Chefchaouen,Chefchaouen,Ain El Houzi,CSU,Centre de santé urbain
Chefchaouen,Chefchaouen,Chefchaouen,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Chefchaouen,Chefchaouen,Chefchaouen,CRPF,CRPF
Chefchaouen,Chefchaouen,Chefchaouen,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Chefchaouen,Bab Berred,Bab Berred,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Bab Berred,Laanacer,DR,Dispensaire Rural
Chefchaouen,Iounane,Iounane,CSC,Centre de santé communal
Chefchaouen,Iounane,Aaloui,DR,Dispensaire Rural
Chefchaouen,Tamorot,Tamorot,CSC,Centre de santé communal
Chefchaouen,Tamorot,Maouassif,DR,Dispensaire Rural
Chefchaouen,Tamorot,Hadaka  ,DR,Dispensaire Rural
Chefchaouen,Bni Ahmed Cherqia,Bni Ahmed,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Mansoura,Mansoura,CSC,Centre de santé communal
Chefchaouen,Bni Ahmed Gharbia,Ksibat     ,CSC,Centre de santé communal
Chefchaouen,Bni Ahmed Gharbia,Bni Mizar,DR,Dispensaire Rural
Chefchaouen,Oued Malha,Malha,CSC,Centre de santé communal
Chefchaouen,Amtar,Amtar       ,CSC,Centre de santé communal
Chefchaouen,Bni Rzine,Bni Rzine,CSC,Centre de santé communal
Chefchaouen,Bni Rzine,Azaghar,DR,Dispensaire Rural
Chefchaouen,Bni Smih,Bni Smih,CSC,Centre de santé communal
Chefchaouen,M'tioua,Jabha        ,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,M'tioua,Taglit,DR,Dispensaire Rural
Chefchaouen,Ouaouzgane,Ouaouzgane,CSC,Centre de santé communal
Chefchaouen,Ouaouzgane,Aguersif,DR,Dispensaire Rural
Chefchaouen,Bab Taza,Bab Taza,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Bab Taza,Magou,DR,Dispensaire Rural
Chefchaouen,Bab Taza,Gharouzime,DR,Dispensaire Rural
Chefchaouen,Bab Taza,Bouhalla,DR,Dispensaire Rural
Chefchaouen,Bni Salah,Barkok,CSC,Centre de santé communal
Chefchaouen,Bni Darkoul,Bni Darkoul,CSC,Centre de santé communal
Chefchaouen,Bni Darkoul,Chrafat,DR,Dispensaire Rural
Chefchaouen,Bni Faghloum,Doukala,CSC,Centre de santé communal
Chefchaouen,Fifi,Fifi,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Fifi,Bni Yarzine,DR,Dispensaire Rural
Chefchaouen,Derdara,Derdara,CSC,Centre de santé communal
Chefchaouen,Tanaqoub,Tanaqoub    ,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Tanaqoub,Zaouite  S. Youssef,DR,Dispensaire Rural
Chefchaouen,Laghdir,Souk Lhad,CSC,Centre de santé communal
Chefchaouen,Laghdir,Aghran Kadi,DR,Dispensaire Rural
Chefchaouen,Bni Selmane,Assifane,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Bni Selmane,Khmis Louta,DR,Dispensaire Rural
Chefchaouen,Bni Selmane,Medieq,DR,Dispensaire Rural
Chefchaouen,Bni Mansour,Ain Lahjar,CSC,Centre de santé communal
Chefchaouen,Bni Bouzra,Bou Ahmed     ,CSC,Centre de santé communal
Chefchaouen,Bni Bouzra,Anaray,DR,Dispensaire Rural
Chefchaouen,Steha,Steha  ,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Tizgane,Kaa Assrass,CSC,Centre de santé communal
Chefchaouen,Tizgane,Targha,DR,Dispensaire Rural
Chefchaouen,Tizgane,Boufail,DR,Dispensaire Rural
Chefchaouen,Tassift,Tasift,CSC,Centre de santé communal
Chefchaouen,Talambote,Talambot,CSCA,Centre de santé communal avec module d'accouchement
Chefchaouen,Talambote,Kalaa,DR,Dispensaire Rural
Chichaoua,Irohalen,Tamaroute,DR,Dispensaire Rural
Chichaoua,Chichaoua,Chichaoua,CSUA,Centre de santé urbain avec module d'accouchement
Chichaoua,Imintanoute,Imintanoute,CSUA,Centre de santé urbain avec module d'accouchement
Chichaoua,Ait Hadi,Ait Hadi,CSC,Centre de santé communal
Chichaoua,Sidi Bouzid Arragragui,Sidi Bouzid,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Lamzoudia,Lamzoudia,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Lamzoudia,Sidi Amara,DR,Dispensaire Rural
Chichaoua,Ahdil,Houggate,CSC,Centre de santé communal
Chichaoua,Ahdil,Ahdil,DR,Dispensaire Rural
Chichaoua,Oulad Moumna,Oulad Moumna,CSC,Centre de santé communal
Chichaoua,Sid L'mokhtar,Sid Lmoukhtar,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Sid L'mokhtar,Lamzara,DR,Dispensaire Rural
Chichaoua,Sidi M'hamed Dalil,S. Mhamed Dalil (Rouafia),CSC,Centre de santé communal
Chichaoua,Saidate,Agouidir,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Saidate,Saidate,DR,Dispensaire Rural
Chichaoua,Nfifa,Nfifa (Aratal),CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Oued L'bour,Ouad L'bour (Imi N'laine),CSC,Centre de santé communal
Chichaoua,Irohalen,Irohalen,CSC,Centre de santé communal
Chichaoua,Ain Tazitounte,Ain Tazitounte,CSC,Centre de santé communal
Chichaoua,Afalla Issen,Afella Issen,CSC,Centre de santé communal
Chichaoua,Timezgadiouine,Timezgadiouine,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Sidi Ghanem,Sidi Ghanem,CSC,Centre de santé communal
Chichaoua,Ait Haddou Youssef,Ait Hadou Youssef,CSC,Centre de santé communal
Chichaoua,Lalla Aaziza,Lalla Aaziza,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Bouabout Amdlane,Souk Anzammer,CSC,Centre de santé communal
Chichaoua,Rahhala,Rahhala,CSC,Centre de santé communal
Chichaoua,Bouabout,Bouabout,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Kouzemt,Kouzemt,CSC,Centre de santé communal
Chichaoua,Timlilt,Timlilte,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Ichamraren,Ichamraren,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Ichamraren,R'bat,DR,Dispensaire Rural
Chichaoua,Sidi Abdelmoumen,S. Abdelmoumen,CSC,Centre de santé communal
Chichaoua,Taouloukoult,Taouloukoult,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Gmassa,Gmassa,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Gmassa,Dar Mokhtar,DR,Dispensaire Rural
Chichaoua,Gmassa,Jorf,DR,Dispensaire Rural
Chichaoua,Majjat,Majjat,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Majjat,Lamaissra,DR,Dispensaire Rural
Chichaoua,Douirane,Douirane,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Zaouia Annahlia,Borj,CSC,Centre de santé communal
Chichaoua,Zaouia Annahlia,Garne Alla (Zt Nahlia),DR,Dispensaire Rural
Chichaoua,M'zouda,M'zouda,CSC,Centre de santé communal
Chichaoua,M'zouda,Bouzouga,DR,Dispensaire Rural
Chichaoua,Assif El Mal,Assif El Mal,CSCA,Centre de santé communal avec module d'accouchement
Chichaoua,Adassil,Adassil,CSC,Centre de santé communal
Chichaoua,Imindounit,Imi N'dounite,CSC,Centre de santé communal
Chtouka Ait Baha,Ait Baha  ,Ait Baha      ,CSUA,Centre de santé urbain avec module d'accouchement
Chtouka Ait Baha,Biougra  ,Biougra       ,CSU,Centre de santé urbain
Chtouka Ait Baha,Sidi Bibi,Sidi Bibi,CSC,Centre de santé communal
Chtouka Ait Baha,Sidi Bibi,Takade,DR,Dispensaire Rural
Chtouka Ait Baha,Sidi Bibi,Taddarte,DR,Dispensaire Rural
Chtouka Ait Baha,Ait Amira,Ait Amira,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Ait Amira,Anou L'jdid,DR,Dispensaire Rural
Chtouka Ait Baha,Imi Mqourn,Imi Mqourn,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Sidi Boushab,Sidi Boushab,CSC,Centre de santé communal
Chtouka Ait Baha,Ouad Essafa,Oued Essafa,CSC,Centre de santé communal
Chtouka Ait Baha,Ouad Essafa,Imzilene,DR,Dispensaire Rural
Chtouka Ait Baha,Belfaa,Belfaa,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Inchaden,Inchaden,CSC,Centre de santé communal
Chtouka Ait Baha,Massa,Massa,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Massa,Ifentar,DR,Dispensaire Rural
Chtouka Ait Baha,Sidi Ouassay,Aghbalou,CSC,Centre de santé communal
Chtouka Ait Baha,Ait Milk,Ait Milk,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Ait Milk,Ait Yassine,DR,Dispensaire Rural
Chtouka Ait Baha,Ait Mzal,Ait M'zal,CSC,Centre de santé communal
Chtouka Ait Baha,Hilala,Hilala,CSC,Centre de santé communal
Chtouka Ait Baha,Tassegdelt,Hellate,CSC,Centre de santé communal
Chtouka Ait Baha,Tassegdelt,Taalate,DR,Dispensaire Rural
Chtouka Ait Baha,Ait Ouadrim,Ait Ouadrim,CSC,Centre de santé communal
Chtouka Ait Baha,Sidi Abdallah  El Bouchouari,S.Abdellah,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Sidi Abdallah  El Bouchouari,Kh.A.Moussa,DR,Dispensaire Rural
Chtouka Ait Baha,Tanalt,Tanalt,CSCA,Centre de santé communal avec module d'accouchement
Chtouka Ait Baha,Aouguenz,Ouagnez,CSC,Centre de santé communal
Chtouka Ait Baha,Targua Ntouchka,Targa Ntouchka,CSC,Centre de santé communal
